reindex,Index,CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),LAND/SEA (SAMPLING),ELEVATION (MIN.),ELEVATION (MAX.),ROCK NAME,ROCK TEXTURE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),ALTERATION,LITHOLOGY CODE,SPOT,CRYSTAL,RIM/CORE (MINERAL GRAINS),GRAIN SIZE,PRIMARY/SECONDARY,V(PPM),MN(PPM),AS(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),U(PPB),ND143_ND144,Eu/Eu* 
62,1292,[14859] DOUCELANCE R. (2010),samp. S-352,OCEAN ISLAND,CAPE VERDE ISLANDS / SANTIAGO,RIBEIRA DE BARCA COMPLEX,14.9,14.9,-24.3,-24.3,subaerial,,,CARBONATITE,,,,,missing,,,,,primary,,,,0.5,,285,85,82.4,573,1150,2910,,1500,,68.9,,19.9,,,,,14.8,1.6,,,44.6,15.2,,,
63,1331,[15168] IONOV D. A. (1987),samp. SHTS 4334/1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM,TARIAT DEPRESSION,48.2,48.2,100,100,subaerial,,,LHERZOLITE SPINEL XENOLITH,,,,fresh,missing,,,,,primary,,,,,,,,,,770,600,,,13.6,4.71,,2.11,,,,,7.5,0.93,,,100,,,,
64,1345,[15288] DONNELLY C. L. (2011),samp. ELSTON,INTRAPLATE VOLCANICS,NAMAQUALAND NATAL BELT / SOUTH AFRICA / KURUMAN KIMBERLITE PROVINCE / ELSTON KIMBERLITE,,-27.2147,-27.2147,23.6183,23.6183,subaerial,,,KIMBERLITE CALCITE,,,,,missing,,,,,primary,48.54,403,,0.334,8460,91.06,18.73,7.67,1220,1330,3250,,1100,140.24,36.57,78.09,7.81,30.82,4.16,6.93,0.668,2.96,0.331,24.78,,47.97,4.43,,,0.845962756
65,1346,[15288] DONNELLY C. L. (2011),samp. ELSTON,INTRAPLATE VOLCANICS,NAMAQUALAND NATAL BELT / SOUTH AFRICA / KURUMAN KIMBERLITE PROVINCE / ELSTON KIMBERLITE,,-27.2147,-27.2147,23.6183,23.6183,subaerial,,,KIMBERLITE CALCITE,,,,,missing,,,,,primary,110.67,311,,1.68,7100,176.21,31.8,22.34,1450,2130,4500,,1720,237.23,61.46,151.48,15.48,58.98,8.24,13.5,1.13,6.19,0.81,23.24,,0.024,,,,0.56352101
66,1347,[15288] DONNELLY C. L. (2011),samp. ELSTON,INTRAPLATE VOLCANICS,NAMAQUALAND NATAL BELT / SOUTH AFRICA / KURUMAN KIMBERLITE PROVINCE / ELSTON KIMBERLITE,,-27.2147,-27.2147,23.6183,23.6183,subaerial,,,KIMBERLITE CALCITE,,,,,missing,,,,,primary,139.45,143,,0.654,5630,114.19,9.14,4.02,228,1500,3340,,1140,144.35,40.97,89.39,9.51,38.5,5.1,9.09,0.772,3.96,0.441,10.7,,0.053,,,,0.81606789
67,1348,[15288] DONNELLY C. L. (2011),samp. ZERO,INTRAPLATE VOLCANICS,NAMAQUALAND NATAL BELT / SOUTH AFRICA / KURUMAN KIMBERLITE PROVINCE / ZERO KIMBERLITE,,-27.2817,-27.2817,23.7219,23.7219,subaerial,,,KIMBERLITE CALCITE-PHLOGOPITE,,,,,missing,,,,,primary,173.2,517,,,6450,244.28,27.31,4.41,209,2340,4730,,1780,210.45,67.26,145.48,15.93,70.47,10.34,20.13,1.97,7.43,0.72,34.1,,94.22,5.5,,,0.681768235
68,1349,[15288] DONNELLY C. L. (2011),samp. ZERO,INTRAPLATE VOLCANICS,NAMAQUALAND NATAL BELT / SOUTH AFRICA / KURUMAN KIMBERLITE PROVINCE / ZERO KIMBERLITE,,-27.2817,-27.2817,23.7219,23.7219,subaerial,,,KIMBERLITE CALCITE-PHLOGOPITE,,,,,missing,,,,,primary,63.47,417,,0.36,9000,107.68,14.02,11.9,973,1100,2430,,830,115.7,28.48,67.15,6.39,28.24,3.76,6.57,0.94,3.36,0.41,29.13,,121.28,9.22,,,0.843499726
69,1416,[15636] KORESHKOVA M. YU. (2011),samp. UK21,CONTINENTAL FLOOD BASALT,SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,UDACHNAYA PIPE NW DALDYN FIELD,66.27,66.27,112.8,112.8,subaerial,,,GRANULITE,,,,,missing,,,,,primary,5.13,61.9,,3.93,188,83.5,2.73,0.065,3.92,584,1249,221,851,132,25.1,97.5,8.23,29.6,3.17,4.87,0.417,1.41,0.151,1.04,,8.89,3.09,,,0.479335724
70,1417,[15636] KORESHKOVA M. YU. (2011),samp. Y6,CONTINENTAL FLOOD BASALT,SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,UDACHNAYA PIPE NW DALDYN FIELD,66.27,66.27,112.8,112.8,subaerial,,,GRANULITE,,,,,missing,,,,,primary,15.7,210,,28.6,512,33.3,198,20.7,234,457,860,86.6,400,60.4,12.6,38.2,2.6,8.91,0.78,2.31,,1.47,0.108,4.94,,2.41,1.83,,,0.907917465
71,1418,[15636] KORESHKOVA M. YU. (2011),samp. UK5,CONTINENTAL FLOOD BASALT,SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,UDACHNAYA PIPE NW DALDYN FIELD,66.27,66.27,112.8,112.8,subaerial,,,GRANULITE,,,,,missing,,,,,primary,8.1,63.3,,11.1,384,32,22.9,2.69,39.2,1219,2150,317,1326,204,21.9,92.9,5.02,13.3,1,1.34,0.107,0.39,0.053,2.85,,7.33,2.25,,,0.353078257
72,1419,[15636] KORESHKOVA M. YU. (2011),samp. Y7,CONTINENTAL FLOOD BASALT,SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,UDACHNAYA PIPE NW DALDYN FIELD,66.27,66.27,112.8,112.8,subaerial,,,GRANULITE,,,,,missing,,,,,primary,2.36,32.2,,,876,14.2,0.82,,0.55,599,2033,255,1005,124,29.4,50.7,3.02,6.83,0.49,0.5,,,,1.69,,4.37,0.039,,,1.114002553
73,1420,[15636] KORESHKOVA M. YU. (2011),samp. Y53,CONTINENTAL FLOOD BASALT,SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,UDACHNAYA PIPE NW DALDYN FIELD,66.27,66.27,112.8,112.8,subaerial,,,GRANULITE,,,,,missing,,,,,primary,4.22,32.5,,0.058,738,40,1.16,,1.04,765,2360,334,2214,307,43.5,127,7.36,18.9,1.59,2.2,0.132,0.475,0.032,3.01,,11.9,0.357,,,0.418190349
74,1421,[15636] KORESHKOVA M. YU. (2011),samp. UK35,CONTINENTAL FLOOD BASALT,SIBERIAN TRAPS / YAKUTIAN KIMBERLITE FIELDS / UDACHNAYA KIMBERLITE,UDACHNAYA PIPE NW DALDYN FIELD,66.27,66.27,112.8,112.8,subaerial,,,GRANULITE,,,,,missing,,,,,primary,5.69,19.6,,0.041,383,14.9,1.39,,0.55,366,781,131,480,60.3,12.3,33.8,2.1,5.76,0.61,0.77,0.034,0.083,0.01,0.41,,2.42,0.096,,,1.002506997
75,1532,[15778] TANG MING (2012),samp. LZ-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,25.28,,,,1403.44,593.64,19.03,,37.23,1360.79,2599.1,342.39,1422.86,247.83,27,173.18,21.07,101.74,20.14,48.64,5.38,32.11,4.43,44.04,,44.06,8.96,,,0.211858917
76,1533,[15778] TANG MING (2012),samp. LZ-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,46.29,,,,1269.67,529.71,23.24,,45.36,1291.57,2673.41,334.48,1390.35,240.73,34.82,162.44,20.88,102.6,19.18,46.6,5.52,32.8,4.29,179.85,,47.3,9.88,,,0.295548211
77,1534,[15778] TANG MING (2012),samp. LZ-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,35.97,,,,1268.15,561.55,11.19,,26.07,1344.97,2792.09,341.69,1482.94,244.73,33.58,173.53,21.68,110.4,19.53,48.07,6.11,37.21,4.31,3.81,,50.2,11.98,,,0.264618484
78,1535,[15778] TANG MING (2012),samp. LZ-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,23.56,,,,1275.75,587.21,9.88,,21.15,1430.33,2864.02,357.9,1506.92,256.74,35.97,183.33,23.08,107.66,21.01,49.37,5.91,33.55,4.87,4.87,,49.24,11.14,,,0.261949629
79,1536,[15778] TANG MING (2012),samp. LZ-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,25.89,,,,1504.15,632.75,13.26,,22.06,1480.89,3100.47,379.56,1655.45,273.57,40.07,188.96,24.87,117.02,22.42,50.74,6.05,36.27,4.95,4.41,,57.6,13.53,,,0.274266576
80,1537,[15778] TANG MING (2012),samp. LZ-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,18.52,,,,1411.85,657.13,10.88,,25.31,1494.44,3088.11,391.96,1583.58,268.86,39.62,185.43,22.96,112.4,21.33,46.13,5.69,35.07,4.65,3.64,,55.11,12.5,,,0.278759087
81,1538,[15778] TANG MING (2012),samp. LZ-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,22.66,,,,1216.87,578.66,9.63,,18.82,1213.59,3698.35,328.45,1377.75,238.16,36.96,177.51,22.15,114.78,18.87,46.76,5.52,35.38,4.45,3.86,,38.07,10.58,,,0.288623963
82,1539,[15778] TANG MING (2012),samp. LZ-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,23.63,,,,1320.31,589.94,11.81,,21.77,1305.81,2870,351.21,1456.22,253.83,36.19,171.9,21.16,108,18.83,47.45,5.39,32.38,4.35,3.7,,39.45,8.86,,,0.282682478
83,1540,[15778] TANG MING (2012),samp. LZ-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,22.81,,,,1220.53,555.58,10.55,,18.86,1288.43,2973.73,329.92,1410.59,243.76,34.17,169.33,20.65,105.28,19.4,44.34,5.56,32.27,4.3,4.5,,42.2,9.81,,,0.276495143
84,1541,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,30.59,,,,1342.24,486.08,14.29,,17.91,1038.95,2245.89,284.46,1271.51,213.92,32.46,161.47,19.7,99.85,18.21,44.47,5.46,31.87,4.63,5.54,,49.38,10.74,,,0.294027961
85,1542,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,37.48,,,,1065.07,430.79,14.55,,18.15,998.38,2140.71,284.29,1210.46,218.46,30.77,157.94,19.83,94.97,18.25,43.34,5.28,31.01,3.94,4.67,,46.19,11.93,,,0.281972695
86,1543,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,30.7,,,,1177.86,481.43,13.35,,16.42,1042.44,2284.15,280.22,1211.76,207.84,31.37,156.1,20.41,96.29,17.93,43.75,5.33,30.2,4,3.96,,46.63,11.5,,,0.298197986
87,1544,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,23.71,,,,1204.3,479.95,13.91,,16.33,1021.54,2249.38,272.37,1233.53,215.63,32.2,158.31,19.54,96.43,17.87,42.19,5.22,31.01,4.1,4.06,,46.49,11.28,,,0.29631292
88,1545,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,16.58,,,,1064.9,639.56,16.1,,11.05,1249.87,2907.94,342.65,1485.63,265.45,30.69,187.32,24.08,112.65,21.39,53.01,6.55,37.85,4.68,4.4,,58.69,13.18,,,0.21511913
89,1546,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,20.77,,,,907.45,493.78,11.93,,8.94,1032.22,2587.34,291.88,1255.82,221.79,27.16,167.05,20.35,100.35,18.43,43.9,5.44,32.25,4.38,4.21,,42.98,10.02,,,0.233544671
90,1547,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,28.72,,,,1125.15,602,27.14,,13.28,1297.37,3216.81,352.68,1510.92,275.22,31.23,183.21,23.57,110.71,19.88,48.62,5.89,33.55,4.46,6.21,,50.54,11.73,,,0.21980647
91,1548,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,32.01,,,,1077.14,579.19,15.43,,12.19,1148.14,2837.56,324.71,1364.55,243.95,29.03,171.27,21.6,107.78,20.46,49.03,5.26,34.14,4.54,6.88,,49.76,12.34,,,0.232152297
92,1549,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,15.92,,,,1210.51,617.33,15.81,,12.65,1261.23,2653.93,323.46,1448.09,247.64,34.14,176.85,22.9,108.07,20.13,47,5.87,33.02,4.37,3.52,,48.58,11.56,,,0.262425306
93,1550,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,13.4,,,,1195.15,616.09,15.12,,13.33,1260.03,2582.11,333.29,1431.47,255.65,32.78,175.12,22.26,107.16,19.73,45.09,5.43,31.37,4.22,3.66,,48.99,11.86,,,0.250442459
94,1551,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,13.57,,,,1317.12,592.63,15.07,,14.27,1212.75,2668.36,320.72,1393.14,244.23,31.52,169.17,21.09,100.97,18.38,43.95,5.23,31.4,4.08,4.03,,41.52,9.92,,,0.255047466
95,1552,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,21.29,,,,1278.39,587.39,15.93,,13.79,1221.29,2605.19,311.91,1387.86,237.91,30.97,160.77,20.82,94.23,18.04,42.24,5.05,29.89,4.02,3.48,,39.91,9.83,,,0.267169884
96,1553,[15778] TANG MING (2012),samp. LZ-2,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / ZHUANGQIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYANDESITE,,,,,missing,,,,,primary,26.97,,,,1446.22,650.64,18.44,,20.55,1312.74,2747.22,347.88,1468.88,262.05,32.15,174,21.29,103.86,19.23,43.85,5.34,29.83,4,3.54,,43.75,10.84,,,0.244172812
97,1554,[15778] TANG MING (2012),samp. LZ-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / SHUANGMIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYBASALT,,,,,missing,,,,,primary,20.77,,,,1084.99,358.39,11.14,,17.45,847.75,1728.11,221,932.34,173.12,25.55,127.31,16.04,75.58,14.08,34.1,4.02,22.37,3.17,3.44,,43.63,11.04,,,0.326296505
98,1555,[15778] TANG MING (2012),samp. LZ-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / SHUANGMIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYBASALT,,,,,missing,,,,,primary,24.94,,,,1114.23,358.8,12.02,,16.64,838.99,1751.11,213.47,934.34,169.59,25.4,126.77,15.71,78.65,13.8,34.58,4.15,22.25,3.23,2.86,,41.93,10.81,,,0.329135528
99,1556,[15778] TANG MING (2012),samp. LZ-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / SHUANGMIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYBASALT,,,,,missing,,,,,primary,52.36,,,,1061.25,400.49,16.61,,16.49,898.11,2092.37,255.02,1084.1,192.17,31.49,149.56,18.34,86.14,16.69,39.44,4.59,25.59,3.48,12.01,,68.79,17.75,,,0.324916725
100,1557,[15778] TANG MING (2012),samp. LZ-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / SHUANGMIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYBASALT,,,,,missing,,,,,primary,40.01,,,,1057.86,372.37,13.35,,15.81,851.71,1837.02,226.34,972.32,176.7,29.93,134.96,16.42,82.84,15.36,37.8,3.98,24.24,3.06,5.88,,54.69,13.96,,,0.356895465
101,1558,[15778] TANG MING (2012),samp. LZ-4,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / SHUANGMIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYBASALT,,,,,missing,,,,,primary,28.73,,,,406.85,896.53,17,,3.48,1876.18,4045.67,569.66,2507.55,433,57.58,314.54,40.71,195.33,34.75,78.34,9.08,51.74,6.35,3.79,,36.79,6.32,,,0.188195609
102,1559,[15778] TANG MING (2012),samp. LZ-4,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / SHUANGMIAO FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYBASALT,,,,,missing,,,,,primary,29.87,,,,381.95,806.19,17.49,,3.6,1777.56,3595.04,521.85,2287.97,391.43,54.25,290.35,36.54,176.19,32.86,71.39,7.89,48.55,5.82,4.05,,27.94,5.21,,,0.202026582
103,1560,[15778] TANG MING (2012),samp. LZ-6,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / FUSHAN FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYTE,,,,,missing,,,,,primary,31.65,,,,388.32,1219.79,17.99,,2.11,2139.98,5548.83,741.54,3244.24,562.97,69.58,421.12,51.99,250.35,44.53,100.65,11.34,65.69,7.73,4.05,,67.74,10.11,,,0.148968206
104,1561,[15778] TANG MING (2012),samp. LZ-6,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / FUSHAN FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYTE,,,,,missing,,,,,primary,29.21,,,,386.11,1186.83,19.75,,3.26,2263.62,5126.46,716.63,3156.03,570.02,69.67,411.39,49.72,265.56,44.76,102.47,12.47,66.61,8.35,4.23,,69.13,10.43,,,0.151741611
105,1562,[15778] TANG MING (2012),samp. LZ-6,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / FUSHAN FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYTE,,,,,missing,,,,,primary,28.53,,,,344.31,1284.22,17.95,,4.43,2121.24,6223.47,830.36,3463.14,603.11,82.17,452.56,58.22,279.29,50.79,113,13.41,74.5,8.85,3.92,,85.99,10.8,,,0.158159948
106,1563,[15778] TANG MING (2012),samp. LZ-6,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / FUSHAN FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYTE,,,,,missing,,,,,primary,32.32,,,,406.89,1401.83,22.37,,3,2366.83,6673.4,880.39,3710.15,661.85,86.64,485.3,60.26,299.38,54.03,123.56,14.35,78.62,,7.13,,86.55,11.46,,,0.14845199
107,1564,[15778] TANG MING (2012),samp. LZ-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / FUSHAN FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYTE,,,,,missing,,,,,primary,20.58,,,,319.09,1184.98,34.65,,2.88,2984.04,8334.61,836.27,3512.25,608.95,90.23,466.46,58.78,278.44,49.1,114.11,13.4,75.09,8.89,5.35,,130.59,19.45,,,0.167688542
108,1565,[15778] TANG MING (2012),samp. LZ-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / FUSHAN FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYTE,,,,,missing,,,,,primary,21.05,,,,316.25,709.68,11.34,,2.44,1761.06,5247.7,518.46,2051.15,355.13,51.98,262.87,33.59,166.23,27.61,63.81,7.28,43.24,5.44,3.52,,39.11,7.13,,,0.224470476
109,1566,[15778] TANG MING (2012),samp. LZ-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / FUSHAN FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYTE,,,,,missing,,,,,primary,21.53,,,,354.09,678.4,10.36,,9.2,1718.64,4835.83,488.2,2066.6,372.75,50.91,264.64,33.82,172.83,29.81,66.66,7.88,42.19,5.16,3.85,,33.38,5.96,,,0.21315545
110,1567,[15778] TANG MING (2012),samp. LZ-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / FUSHAN FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYTE,,,,,missing,,,,,primary,21.98,,,,300.66,654.72,10.33,,29.35,1503.21,4379.35,462.64,1889.63,338.77,43.97,243.93,30.86,151.8,27.6,58.89,6.7,39.36,5.05,3.79,,30.81,5.89,,,0.209505986
111,1568,[15778] TANG MING (2012),samp. LZ-7,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE / FUSHAN FORMATION,LUZONG AREA,30.8,31.1,117.3,117.6,subaerial,,,TRACHYTE,,,,,missing,,,,,primary,23.59,,,,338.79,707.79,10.74,,2.26,1600.03,4420.58,493.86,2082.31,367.67,50.08,261.69,32.81,167.65,29.25,64.86,7.67,41.95,4.99,3.21,,35.66,6.46,,,0.213503871
